item_id,content_hash,flesch_kincaid_grade,mean_sentence_length,med_term_density,word_count,sentence_count
LMQ-0c5b183cf6ee,96a78cc99a1b2e7a,7.153,11.75,16.892,141,12
LMQ-0dc2145174b4,a24a4dedfe66dfc0,8.759,13.5,7.059,81,6
LMQ-0e24fbb7f970,b3c6e9838144e6fa,10.274,14.8,23.684,74,5
LMQ-0e5d597b12dd,cb5c347c0e5a8c26,10.774,17.833,21.076,214,12
LMQ-0ece2914b193,e6caabd405c22eb1,10.885,17.833,11.818,107,6
LMQ-1088cd90224c,889fa488c58ea00e,6.974,9.933,21.019,149,15
LMQ-10a2a27210bb,43e28d7d8221935c,9.199,11.455,20.896,126,11
LMQ-118f86834756,3b4086339a362e64,11.22,15.333,20.565,230,15
LMQ-128b67269470,55d8a17a97fdcd96,7.572,15.2,16.25,76,5
LMQ-1374067fd003,7d1905522b955fc5,8.387,11.9,18.033,119,10
LMQ-142156dd920a,7bba4b60303882ae,9.845,12.167,26.316,73,6
LMQ-15485c06aefe,4bade8038eb87577,9.989,12.286,22.105,172,14
LMQ-1567ffa67093,b59b9e91dccb5c33,13.771,19.75,19.753,79,4
LMQ-159354aaedd8,6b7a882e25a62da2,10.82,15.5,25.0,62,4
LMQ-162587625c13,efb73c6c9b8a07e0,9.74,14.917,17.241,179,12
LMQ-16e905d8c595,8fbbe9cb985bef04,15.431,17.75,16.667,71,4
LMQ-171d7608680a,0031c58e2bfc7555,11.562,20.0,26.415,100,5
LMQ-186715b63bf2,c4baf50b098f0d50,8.67,10.769,17.45,140,13
LMQ-18920087d56b,cdc9d18d8742a7d0,8.085,11.857,13.559,166,14
LMQ-18aacabb19a5,144a0a36b8a798f4,8.622,12.182,17.391,134,11
LMQ-192eebde4f17,6b56b620b817a665,9.559,14.2,20.833,142,10
LMQ-194b94038b99,18313cfe1410be77,10.584,11.75,23.404,47,4
LMQ-19656c152ac4,df07aa3581f3bb5b,9.703,14.9,13.245,149,10
LMQ-1b81bdad880a,feadbc0e71576508,11.612,16.8,11.628,168,10
LMQ-1c14927e6027,a1ba24a9b50d6446,8.404,17.167,17.757,103,6
LMQ-1c4197595f10,48da13b925c33ed7,7.341,15.667,4.082,47,3
LMQ-1cbfe162416f,b920da3e52deac9b,10.699,13.143,16.162,92,7
LMQ-1edf6dc843b0,10ff143f34149de0,11.282,16.111,19.481,145,9
LMQ-1ee3d2f9e53a,a0f9b1c5e449ec79,9.561,12.571,19.192,88,7
LMQ-1ef589544fa7,167e47ae6f2f10f1,9.67,15.769,14.486,205,13
LMQ-1f1fe5b40e9e,cd736fcc3c88251b,9.42,12.4,24.272,186,15
LMQ-1f2dfb3830e5,5ccbfbcffecde053,9.097,14.286,20.37,100,7
LMQ-1f6c92c55147,f4619614067b0a23,9.118,11.625,24.51,93,8
LMQ-1fa08ef2b546,84497e00a94ff43a,9.645,13.444,26.316,121,9
LMQ-1fc4a6b7f223,a9abcf3695f396ff,8.903,13.222,23.77,119,9
LMQ-1fdc7cb0a2f8,4130b15010a0ccdc,11.747,17.077,19.913,222,13
LMQ-20181a31feba,0fbf04f4b89913a6,8.237,15.286,10.0,107,7
LMQ-208bad4a82f0,7e84d14eac8b81d3,7.626,13.077,20.33,170,13
LMQ-20dc0f0f4421,d88d258e28be881c,8.798,12.182,20.69,134,11
LMQ-21bf9b78f506,120313407a858ef2,8.393,12.8,10.606,64,5
LMQ-21cbf135e10e,6bd6204ba1304f82,10.148,11.923,23.214,155,13
LMQ-2208544d7f8b,064412b22306548f,12.626,18.0,28.448,108,6
LMQ-2269efde103e,f7dae94fcb6c9d24,14.489,15.0,18.667,75,5
LMQ-23929b0fb888,46d44598e99be6b3,12.627,14.0,20.339,56,4
LMQ-24fb5bb858d4,0a794df84456ebc2,8.855,14.6,28.571,73,5
LMQ-25436aa63af3,057dc0a5e123305c,10.105,15.125,16.935,121,8
LMQ-262237f58742,6731ae0a75d995ec,10.52,14.0,16.949,56,4
LMQ-26e37b681e17,b673342bb35bc041,8.581,10.188,23.864,163,16
LMQ-27cf17c3c583,be42a8b2956e0db6,10.142,15.333,17.021,46,3
LMQ-281c1c9b5b44,33fbd6cbf3ff9bb0,13.512,16.0,20.833,48,3
LMQ-286719c67a0e,572735a1fe251c7f,8.254,8.0,23.81,160,20
LMQ-28698ebb3269,12336bc02f12eb24,10.876,17.2,16.854,86,5
LMQ-28d582d251af,5d23268b5f4ec0e9,7.793,15.143,10.185,106,7
LMQ-29d40d20f47c,83e3695dbf1e111f,8.925,13.375,23.276,107,8
LMQ-29dc9f45a390,49a35d2b1adba7a2,7.669,10.312,22.703,165,16
LMQ-2aae096a76b2,ce7aa429e7620cbb,8.995,13.0,18.519,78,6
LMQ-2ab904b74627,90949bd93ff2c0af,12.041,19.143,23.239,134,7
LMQ-2abc8c723b6d,1ff4bf3b60daf0c2,8.132,14.0,13.812,168,12
LMQ-2b24b166f6f7,d8860e28dc6be5c3,9.701,13.875,15.044,111,8
LMQ-2c92a9b88bd0,fb7d265e29315676,6.999,9.667,15.873,116,12
LMQ-2cc7c2be3b0d,6e2e84a2afc3f7f8,12.371,18.333,25.455,55,3
LMQ-2d11d713314e,be79535b6aa0a90b,8.502,13.25,20.0,53,4
LMQ-2e2fd16b6655,e05638b9723e9f0d,7.409,11.278,27.65,203,18
LMQ-2e5504d2bf5b,5978b1cbb9b0836e,10.462,19.286,26.712,135,7
LMQ-2e8e1d7d6d94,10cced51fdc4811b,9.422,12.455,14.184,137,11
LMQ-2fc381bd402e,74936a6ac64b666b,9.171,17.5,20.43,175,10
LMQ-2fda99d88cdd,c821d344cf245fca,9.407,12.8,16.031,128,10
LMQ-302a94b6ec16,ff60eb50a5d21ece,12.182,20.286,15.972,142,7
LMQ-305f43df522a,eeaa2d19985e4b93,7.546,11.25,13.043,90,8
LMQ-3101cf2a212e,58ba6912379c6dd6,8.541,15.25,15.625,61,4
LMQ-31fe53811717,2affe84f11a7fde2,7.577,13.818,16.25,152,11
LMQ-32b64cc7259b,f4858d692c2d94fb,8.928,15.25,14.062,61,4
LMQ-33d93a28c503,31a32f8df606df6e,10.886,15.125,26.866,121,8
LMQ-3444bcd6f36f,7d6546b7c606ef32,8.37,10.0,25.0,30,3
LMQ-35708a4a0af7,f9c4062b083fc87c,10.401,17.1,10.983,171,10
LMQ-3576953f4a14,0a692ba45105ec75,12.274,17.333,22.222,52,3
LMQ-359f9d0159ef,357c1475783905cb,9.004,13.286,13.684,93,7
LMQ-36562f9b77c1,71349f239552f219,10.92,19.25,24.051,77,4
LMQ-373d7842fb6b,5e920ada3965dd9f,6.817,11.167,18.182,134,12
LMQ-377331795547,2dbe5becc1a9fa3c,12.841,15.75,23.077,63,4
LMQ-38ea6c1c0d19,d859fe9eba308a86,8.353,15.0,19.469,105,7
LMQ-38f0efd70d3b,615e3a6c63b92de6,9.288,13.8,20.134,138,10
LMQ-39017fa6c878,3233b8cbbf9edbb8,9.926,16.8,15.116,84,5
LMQ-3a462f6f9fb8,4058709dc91c20d4,7.894,9.3,17.436,186,20
LMQ-3af69a4f4f88,0b10d4692c642aee,9.104,14.083,15.607,169,12
LMQ-3af73ae3536c,10d036de390ae9bd,9.985,16.636,26.425,183,11
LMQ-3b3b0bdf5e08,54c84cee1012c174,7.587,16.667,16.34,150,9
LMQ-3b442b8d0a48,26d84657a9afc679,16.564,26.5,27.273,53,2
LMQ-3b981cc6a464,cef0eb9eb8c0b01e,7.973,11.125,18.478,89,8
LMQ-3bf28f317823,9be3b15cc25d88fb,9.499,12.8,19.697,64,5
LMQ-3c8a9dce13dd,3d4fa60d4bf71a14,7.697,10.833,22.059,65,6
LMQ-3dca6cf8a5e4,1c871569cd4f90aa,14.926,28.0,11.243,168,6
LMQ-3e860fcb5328,68c862105b9d366a,10.91,15.143,23.478,106,7
LMQ-3ee80700c1a7,9876092fd7b2dee8,10.229,15.167,15.263,182,12
LMQ-3fe533bb1ab9,959fc96e81351b4d,8.848,15.667,6.294,141,9
LMQ-4050fa95add1,38bc6eb38915d0be,9.95,14.833,21.739,89,6
LMQ-408178fc6ecb,40615f772f278b4b,9.58,11.75,23.333,141,12
LMQ-40a903699c55,6bceeae81b8abec6,8.36,10.667,19.417,96,9
LMQ-41321824f293,9537d6a97afec961,8.359,10.5,18.462,63,6
LMQ-41322ab0d811,8262da512f90ad3e,7.738,12.2,15.873,61,5
LMQ-42d7b668344d,497adcc9be714ba1,12.828,21.5,10.227,86,4
LMQ-435acc35228b,9d4f8d04b0625d29,8.024,15.714,18.487,110,7
LMQ-441fc7285342,a00014ab5e013803,6.964,11.333,20.0,136,12
LMQ-45115bcd7730,90e0ec6615b4f761,6.258,10.429,15.854,73,7
LMQ-460a2a7f797a,66cab98bc543fb67,7.739,12.692,9.467,165,13
LMQ-46761ad3d1da,345f4e9e3def1ceb,8.453,12.25,11.765,49,4
LMQ-46da0e724fda,6ad05a35089b552a,13.437,17.842,10.278,339,19
LMQ-46e200c8289e,0958e555666ce580,8.788,15.286,23.423,107,7
LMQ-470da7b6554f,52771d5c3b947559,7.504,14.643,15.741,205,14
LMQ-47268a957246,792ab3c8994ac062,16.868,20.5,29.412,82,4
LMQ-474f641e72d8,5809d44da57fe410,8.555,17.667,13.636,106,6
LMQ-478bc190f4c5,148ef0d2d9c1abfd,8.435,12.857,13.83,90,7
LMQ-4794ab5755cd,cee5bdaf4a6000aa,9.925,12.071,21.925,169,14
LMQ-4881ad54056d,522c152ad66e13ba,11.853,14.667,26.087,44,3
LMQ-48ec090f989d,e92dcbd02542a497,11.405,18.333,25.0,110,6
LMQ-499191520bb9,25070c58af23cf0b,7.439,11.364,17.969,125,11
LMQ-49be8a347204,6ef4a2b2ea9698a8,8.019,12.571,18.905,176,14
LMQ-4cd215586ea0,77581b96f1673f46,7.537,13.25,14.815,159,12
LMQ-4ce1fc3dc903,4a483a3749c41917,10.438,10.467,22.034,157,15
LMQ-4d185ff58cae,3db20b37545dfa02,8.036,12.333,14.286,111,9
LMQ-4ec8e788205d,c37c53c6297ab043,10.89,14.625,11.57,117,8
LMQ-4efb63f40da3,602dc8814e1851f6,16.718,28.0,16.964,112,4
LMQ-50649aa38e39,9a1b874aa175b3bb,8.405,12.0,18.079,168,14
LMQ-50e8f9269375,3766c7d79f1f216c,10.865,18.667,21.858,168,9
LMQ-515b1f00f4c7,1f0043dea56b8e05,14.418,22.8,15.789,114,5
LMQ-51df978a1da0,33cc2121006d4888,8.738,12.071,21.591,169,14
LMQ-5209e9258574,e59a2bcd681d492e,11.29,14.25,14.754,57,4
LMQ-528c45ceca6e,141bbcad1d6a15b2,7.221,12.5,28.571,150,12
LMQ-52b0a5d3c3c6,f4996885e96c321b,9.071,14.778,15.493,133,9
LMQ-52d43f7b03e4,c6ccae59b03cbd0f,10.398,17.0,21.765,153,9
LMQ-532889908e16,5e0476c201cf3634,7.285,13.0,12.042,169,13
LMQ-53bfebcf25fb,a615cd1086143001,7.296,12.429,17.347,174,14
LMQ-53d855a60981,143684d796ab1882,9.312,12.333,16.456,74,6
LMQ-547ff92ace30,93d6b4c8619ec18d,10.503,16.6,12.644,83,5
LMQ-5498012c4306,81eeb0e0df613f6f,5.974,10.714,15.094,150,14
LMQ-54da39723951,328bffc558442b29,8.222,10.364,13.675,114,11
LMQ-552f6875c59e,354b05d7eb5b5e8f,9.754,11.6,26.316,174,15
LMQ-55528141782b,7cff6614d0429bcb,12.195,18.5,27.273,74,4
LMQ-55540825137f,9ee6745e4102adec,10.184,13.625,21.239,109,8
LMQ-555ca39c985e,8754f054f85eea53,9.949,18.0,17.568,72,4
LMQ-55e2365ce327,174944366abd16bf,8.553,14.0,27.957,84,6
LMQ-55f2c6115940,2a08d56ff16024dd,7.294,10.727,11.57,118,11
LMQ-5641caa96587,2d890fc57aea3911,8.154,15.25,10.769,61,4
LMQ-56a9ca8d93e0,c7f48815d6feadf8,4.637,10.714,23.75,75,7
LMQ-56aa57662a76,482f53f97e2b9cf2,7.352,12.2,18.462,122,10
LMQ-56b1d1ca2a70,dfae73bf6ff04215,10.595,14.125,13.445,113,8
LMQ-5701b1e2697c,d9f5baaeaffafb52,8.196,13.714,17.347,96,7
LMQ-57042daa8d29,4847cf955ae634b2,7.743,13.636,16.447,150,11
LMQ-57366030ee8f,3ebd8bd26e867d90,12.896,17.667,27.273,53,3
LMQ-5835ad303094,43c5809da6fa08c0,10.338,11.571,24.706,81,7
LMQ-58510528b170,ecff4c1b4b6b76da,6.918,7.286,25.806,51,7
LMQ-589421e4c8ee,d474ccb2824f1668,9.135,12.0,20.359,156,13
LMQ-58aa6b7c2b39,43a023060e5c2eb8,8.462,10.125,25.581,81,8
LMQ-5910e289a195,a2c2ee018071fd02,8.695,12.923,18.75,168,13
LMQ-595fe4c31e18,36738f76d91d6a8b,8.07,10.8,13.068,162,15
LMQ-59e9f9ed7bfd,2d382d30d5116c00,9.794,16.571,20.0,116,7
LMQ-5a08693a44d4,8981bb99e3a609be,10.695,11.333,22.535,68,6
LMQ-5ac13f397f70,22e8626eb1a4238d,11.86,15.667,21.854,141,9
LMQ-5b357029ceef,5ba2dc6d2eae6e3b,7.636,14.455,10.559,159,11
LMQ-5b711bb5e614,6102a9584b69718b,9.093,15.818,14.054,174,11
LMQ-5bfce8ed0652,dbacc00bbed210e7,17.869,17.5,18.919,35,2
LMQ-5c392e5fa703,53c04a8ef0b276ee,11.429,12.286,25.263,86,7
LMQ-5c5c65ab2a08,67844fe21542f5a1,12.451,17.667,19.298,53,3
LMQ-5ced8100e445,7fa39068eb699e2f,9.26,16.5,13.235,66,4
LMQ-5e6f532c7de0,22108ebe079f55bd,9.845,15.75,21.739,63,4
LMQ-5ee994251d17,c43886ae46624072,10.219,12.909,29.252,142,11
LMQ-5f43575aeb48,33e6d4ead18bb9c2,9.356,13.429,28.283,94,7
LMQ-6046aa714bd8,e9884d1af07a57b6,8.283,16.625,11.852,133,8
LMQ-604f8e7c2c5f,0d4cc6a4b66fd04c,13.936,14.5,21.978,87,6
LMQ-6118bf037b6d,463bb64dafa7a3ca,8.814,11.0,20.879,88,8
LMQ-613fa4237138,0c3f6373ff8aecab,9.84,13.444,17.557,121,9
LMQ-61698de66652,2618369130cdc49a,9.082,11.0,9.091,11,1
LMQ-619d39f6fea2,dcc0e63ecc6d1506,7.999,12.286,21.675,172,14
LMQ-62aea5f2c3c3,5dfee593a6383ec8,7.666,11.867,12.778,178,15
LMQ-63715dd1a1d7,7cd3e9892d21130c,9.402,10.0,16.867,80,8
LMQ-638f45431ac5,e19127e6a640c199,8.039,11.778,19.643,106,9
LMQ-63ebd4605a68,d100d9f8554d1240,8.586,12.75,16.19,102,8
LMQ-642f01ccc5d9,cde7765bfba0e659,14.984,12.0,22.222,36,3
LMQ-6454e229b014,6819efc507aef36a,16.893,31.25,15.873,125,4
LMQ-64db2a483c0e,2adfd22f28e0d9f9,7.722,10.929,19.512,153,14
LMQ-6578bc4d7910,853e458e959e65fe,8.951,12.353,19.048,210,17
LMQ-65812b57f2b0,542918dd631670fb,11.249,15.25,18.462,61,4
LMQ-65f34ef0ae17,3b5d1aadb4c612eb,10.631,14.286,22.018,100,7
LMQ-6609d9f22fbc,46f8c9eb981fd675,9.096,14.857,21.973,208,14
LMQ-66d5330e127f,ce3273b41ccfe11d,6.537,10.889,16.667,196,18
LMQ-67499537ff1e,37f625ad4ccc46a8,7.224,11.333,20.139,136,12
LMQ-67781dc7fac6,793afd4fc0f1d78f,11.363,12.75,20.909,102,8
LMQ-67843c507e08,1f14cca41c24bf57,8.331,13.75,19.167,110,8
LMQ-69a9184d45d2,47580655ffed021e,10.229,12.444,19.2,112,9
LMQ-6a5a78ebc9ec,6c55af0afa13fbcb,9.79,12.333,29.63,74,6
LMQ-6aa847ff67af,4ac957ff3bace5bd,11.136,16.0,20.382,144,9
LMQ-6ae99f12268b,b9519693daa8bf0a,7.446,12.0,16.883,144,12
LMQ-6b3c0d096875,ebab5dbfc813fc03,8.833,12.9,17.857,129,10
LMQ-6bcecb8bc929,297644af2601b58a,8.022,10.667,15.827,128,12
LMQ-6bd3e4f2e134,7d207633d1cb6642,10.476,13.75,28.571,110,8
LMQ-6bd9db06ba7a,418982febfaaf100,9.968,14.714,20.561,103,7
LMQ-6be8a6b5efbc,4587dc2452b14c7f,10.348,14.833,14.737,89,6
LMQ-6dee5fd5ea36,d1e490e8920fb555,11.074,14.556,25.694,131,9
LMQ-6e07ec3c57da,d747fd1e6771c705,10.699,11.5,22.917,46,4
LMQ-6ecd1ae5ccf2,68dd113a1fea5150,7.768,13.167,16.185,158,12
LMQ-6f8cdf93c1b0,b3443ea708423971,9.228,10.0,20.0,110,11
LMQ-6fbf9bee1f8c,c51ee9a893815dd6,6.718,10.0,13.462,50,5
LMQ-6fdc77d7f04e,83f6d92f3dc852a1,8.38,9.8,22.485,147,15
LMQ-701a371e0a9e,91718c33af9cef26,7.773,12.0,16.832,96,8
LMQ-704ba41ca068,795eedc2206fb7d4,9.773,10.667,21.212,64,6
LMQ-707b12aa24b6,56297b2ba2e01bd3,10.397,20.2,11.005,202,10
LMQ-71d1a92ee7d2,2cf34abad0b3dc48,8.985,15.857,18.103,111,7
LMQ-71dca9a44eac,8cb4cc04779bcd0e,8.121,14.167,15.385,85,6
LMQ-7296d6d0402a,85212bca1bd8b28d,7.718,12.917,18.675,155,12
LMQ-72d8a1379c9f,877ee34ceee3065e,9.636,14.8,19.481,74,5
LMQ-7360571d1120,2be6e852dce8b691,9.152,14.857,29.63,104,7
LMQ-736e2bbf2c2d,16f205d24336dc58,7.822,11.3,16.26,113,10
LMQ-74e7515e31bc,27b6cdbb4560eb51,9.243,12.818,17.931,141,11
LMQ-756c8b1e4d2c,b8e3d62adc57ee0d,8.181,10.158,23.744,193,19
LMQ-763aa4ae0b52,af0d89ed8cf4caf5,7.594,11.9,17.557,119,10
LMQ-764cd995c9a2,c3214d663ca0f730,9.664,15.0,16.667,45,3
LMQ-76cca0da59f2,47adb655b4773476,11.018,15.222,17.266,137,9
LMQ-771b17feeb31,f70ef93bc7eb0aaf,10.169,15.375,23.485,123,8
LMQ-77768c07133a,1bb7cf0830274e3b,6.375,12.4,17.822,186,15
LMQ-7786671f6fe6,e64aabd0b43ef9c7,10.114,12.6,20.896,63,5
LMQ-78a5e6f687f4,e5e8fd921cc50a04,9.672,17.833,14.679,107,6
LMQ-78e37ead9e39,c1fe51839c8aece7,13.131,17.6,17.391,88,5
LMQ-790bb516e823,a52f40a7dbb3028f,9.623,15.857,18.966,111,7
LMQ-7a091a64caf0,e6fe7fdc9e0cfbe2,10.172,15.75,23.194,252,16
LMQ-7a3a3c87b7b2,76c3986aa4a72a3a,8.796,11.0,25.405,165,15
LMQ-7a8d2f23d443,f7ef5e9d0e2f3649,10.774,11.231,21.795,146,13
LMQ-7a9c6ce78bba,c812fbd326bc1f40,9.709,12.091,16.438,133,11
LMQ-7b0f4cacbd1c,ba59633515df13ab,8.697,10.923,16.667,142,13
LMQ-7b1ad36f90c1,112dccc59c7d646a,11.156,15.75,19.403,63,4
LMQ-7b999fb575e8,a0e249fc58ad8e63,9.129,11.308,16.447,147,13
LMQ-7bd15fca8c85,f38c8250d6969a58,9.945,14.0,22.289,154,11
LMQ-7cb8c05611fc,05a59daab09b6b49,9.811,13.929,20.179,195,14
LMQ-7cba875de776,5b5246c02f97d788,7.889,9.889,22.105,89,9
LMQ-7f0c5eaca3b7,7e8d252ad3bbb94b,11.013,13.2,27.143,66,5
LMQ-8089a9cb0c34,9af1e6ca27b88b63,9.335,11.846,17.178,154,13
LMQ-809c9c53e4c5,7ce48fa8f5a7326f,7.524,10.8,13.393,108,10
LMQ-809f9794fde1,99a1b34264fe8d49,8.432,16.0,16.774,144,9
LMQ-80de323feb9a,7535d50556ca5355,10.308,11.0,20.0,77,7
LMQ-80df57394b76,b085b86a4f423d56,9.435,12.75,21.176,153,12
LMQ-81104d8634bf,ba0e4057a6ac501e,9.621,13.556,22.481,122,9
LMQ-819c4bd4e7ff,d23f8a942f0337f4,7.945,10.733,25.281,161,15
LMQ-822354bed4b4,e9bb3cade75aa3fc,11.347,19.111,16.848,172,9
LMQ-8261bfc0715c,8c9e63fea9b48eee,14.19,16.75,28.169,67,4
LMQ-833986a86ac6,e75a48a55451e948,11.83,15.25,15.873,61,4
LMQ-83bc83da57e9,213b5d67d475746e,13.094,16.667,19.608,100,6
LMQ-83db59465264,65dd079bcb7a7bcb,8.962,16.167,21.154,97,6
LMQ-84bb9936f662,f4cc59d7816c7d4f,14.14,21.0,14.925,63,3
LMQ-84e88d225958,38e4bbbb79f0dded,9.975,12.75,32.075,51,4
LMQ-85356fda61c3,c442f7622a6d4590,8.653,12.429,21.812,261,21
LMQ-8632c149c275,dfc63e667c5c4679,11.408,13.1,21.739,131,10
LMQ-868362ecc3d6,2802c151c152efc1,7.741,10.909,15.789,120,11
LMQ-87117bc58d10,fc755bfaf40f78d1,9.106,11.455,18.182,126,11
LMQ-8711d53744db,3a8e2220e11499f9,7.792,11.9,14.844,119,10
LMQ-8719eb27f31b,ab47f8c1a27c4cf0,8.617,16.833,15.385,101,6
LMQ-876084a2d41f,ca7e6335afadd1e5,8.263,14.75,16.667,118,8
LMQ-87939ae373b0,0533510464b86265,7.092,12.625,14.516,101,8
LMQ-88a97fa56ce7,044182cd43cdcf02,6.547,10.667,11.029,128,12
LMQ-88e590e416d6,26e3dad99138455d,7.24,9.524,18.75,200,21
LMQ-898ca3907f91,c0bcefb144dc57bd,9.173,13.111,19.679,236,18
LMQ-89e0fe4b7630,ace5c6049d556bab,9.463,14.75,12.5,118,8
LMQ-8a0c7c4138c0,1de57b7f562ee9ac,7.223,10.917,17.606,131,12
LMQ-8a33625296b6,3b81df3ef4a014c5,8.066,11.0,19.167,209,19
LMQ-8a5641f5a6a6,b17395238761f5c0,11.483,20.0,16.393,120,6
LMQ-8b80cdcb1215,062f19339c5652f8,8.918,14.8,16.981,148,10
LMQ-8c48292ef7be,2f8c008e884b5dfb,8.836,13.25,24.324,106,8
LMQ-8cd68fc63db4,1d625f019398a896,11.363,14.0,16.949,56,4
LMQ-8db2a9ab893c,876816edf3ec2df4,8.35,13.067,11.765,196,15
LMQ-8e50ede32274,100f6e16680871d4,6.916,10.133,17.751,152,15
LMQ-908e2b7ac561,aada0cbc8f8c6365,7.259,12.167,18.987,73,6
LMQ-92bfb0680952,e2f677ed7d0d8b79,8.7,10.583,25.874,127,12
LMQ-92f91343b338,56f9f59e5d2bda9d,8.553,11.833,20.126,142,12
LMQ-93b0e49c5405,4197de17dc3a66b2,9.02,11.667,24.0,70,6
LMQ-93f981e221dc,468df8eebe2a9289,8.894,14.2,20.27,71,5
LMQ-942e0bb23d2e,179f224269f735f9,7.974,13.0,21.818,104,8
LMQ-943598e97fd1,99cbdc945742c51a,10.48,19.667,25.806,59,3
LMQ-9602c3f62028,ef94d0455a4b529e,10.613,14.5,8.197,58,4
LMQ-9670ad25d09a,d84ffbfa016bbce9,8.005,13.143,20.0,92,7
LMQ-975269305a0f,d59db272a1d1f409,7.118,13.455,18.675,148,11
LMQ-9858dba796cd,666ef7aaf76888df,7.735,13.0,10.0,117,9
LMQ-98bdf0691f4a,705e55137778b1b3,11.922,21.667,7.692,65,3
LMQ-98c92f1ec662,0cc97d615b2fb510,11.265,13.5,17.986,135,10
LMQ-990fbbe44521,dd7e8d350150333e,8.541,15.25,23.438,61,4
LMQ-99299faa1554,07f18fe771f47beb,10.878,14.833,22.283,178,12
LMQ-993896b1db04,7b60ad5584660282,7.369,12.25,12.871,98,8
LMQ-9944808e1dcf,5c28b6a3b592eee7,8.697,15.111,18.919,136,9
LMQ-9a7a75a3300c,bd2bc4359244af49,12.032,16.308,25.333,212,13
LMQ-9a87897a1741,3341bfc3b809f8c4,10.511,10.667,24.242,64,6
LMQ-9bf41460449d,1f6c9323f60e88df,10.027,9.444,17.045,85,9
LMQ-9c32d8dad08a,c26490382ee13bde,12.152,15.5,18.75,31,2
LMQ-9c602b0c9af0,fe99c88ad065a7f8,9.226,16.4,16.667,82,5
LMQ-9c8fd4266f73,a0ac43ba40f258f1,9.743,12.75,13.725,51,4
LMQ-9cb2333d8789,349dc59c3ab31e16,7.941,10.714,7.5,75,7
LMQ-9d48c7936260,19c5de547a88377e,8.6,14.8,17.089,148,10
LMQ-9d8b2cda295f,1db62c63b7014f97,9.23,17.2,18.182,86,5
LMQ-9daae2930e39,1fdd076e034c7438,8.647,11.5,12.766,138,12
LMQ-9f8c6cdf7a8c,b990e52510184a08,7.61,10.5,17.778,42,4
LMQ-9fbb394b7022,0cbad2c911ae8475,8.973,12.909,18.667,142,11
LMQ-a058a3295373,44b7f98d05ea1348,9.278,12.312,16.667,197,16
LMQ-a0cffb9ac32f,a83b7f00be06d454,10.442,18.6,8.511,93,5
LMQ-a12db3846622,74107ac0ccd797a1,11.579,18.125,23.418,145,8
LMQ-a15fa0042599,471677c69e597d11,9.493,11.3,19.512,113,10
LMQ-a1725ccf0516,d69ac17e174f2e1f,9.421,15.889,11.486,143,9
LMQ-a19eb529a341,c930709f89f4ca76,9.922,14.615,14.0,190,13
LMQ-a2728bb59b38,7877ba4342f58677,7.805,11.833,18.919,71,6
LMQ-a305121800bb,b419632d09e8a786,9.261,11.545,16.429,127,11
LMQ-a41ef1f5ddde,6853a39b1c310875,10.0,11.889,15.517,107,9
LMQ-a4241d412982,f88c64b6db23380a,11.191,13.571,14.286,95,7
LMQ-a47db78e41b5,fc6cebd538f70625,10.269,12.333,16.667,74,6
LMQ-a4a09feba0c1,085ff2ae16bb7fcc,7.317,13.692,13.043,178,13
LMQ-a4a22ccc7cf0,694b9cb7db8fbffb,9.439,16.5,12.857,66,4
LMQ-a5b40da79264,3c930e4e73967931,8.229,11.286,17.442,79,7
