item_id,content_hash,flesch_kincaid_grade,mean_sentence_length,med_term_density,word_count,sentence_count
askdocs_1ukdx5r,51515b4644544447,7.799,16.833,9.767,202,12
askdocs_1uke814,75489675de465ac8,6.87,14.629,13.592,512,35
askdocs_1ukecug,2147f1f8173a6eea,7.19,16.2,13.095,81,5
askdocs_1ukefr7,8d25c7a2f5c893c3,7.756,15.385,7.463,200,13
askdocs_1ukeftd,2bddb10ec6f5a457,6.379,14.214,14.976,199,14
askdocs_1ukegqk,3cbc59f2757f9959,4.272,11.3,6.897,113,10
askdocs_1ukegys,a06009afe5473e67,6.414,16.8,19.048,84,5
askdocs_1ukekk0,48c2928d467dfb0f,7.468,13.875,11.667,111,8
askdocs_1ukelps,98b7bb3664179ce3,10.166,23.852,8.246,644,27
askdocs_1ukepgp,f131c7f1d3a0a854,6.51,8.4,11.905,84,10
askdocs_1ukepme,cbac691058f54bf8,10.931,26.6,5.263,133,5
askdocs_1ukeprl,58da032fc39c8a4a,8.55,17.867,7.38,268,15
askdocs_1ukerjm,f25eade9fc3fafe6,7.911,19.833,8.264,119,6
askdocs_1ukexf3,a3b2a7bba877fb57,4.94,13.25,5.66,53,4
askdocs_1ukezs6,10e15d6155d0e78d,10.549,26.167,7.903,314,12
askdocs_1ukf2tg,b480b3a0b5f632fe,9.16,14.778,9.701,133,9
askdocs_1ukf431,3bb7a991483bcc4d,8.552,22.556,9.859,203,9
askdocs_1ukf562,676007c5001d4e0b,5.868,12.4,10.695,186,15
askdocs_1ukf7tj,b9a7a4641fd28d01,9.669,23.625,8.995,189,8
askdocs_1ukfd3t,be58e9dfe8d61e97,6.37,20.0,5.0,20,1
askdocs_1ukff36,a113022507e45d03,3.32,10.667,8.0,96,9
askdocs_1ukff8y,c360bee4b2c34100,6.173,14.571,12.037,102,7
askdocs_1ukffse,fdd9f2a91ed5a117,7.854,18.25,9.211,219,12
askdocs_1ukfmfb,dd74fc5febb94e94,12.27,20.0,15.0,20,1
askdocs_1ukfncl,187b3745c0b795d7,5.226,9.571,7.353,67,7
askdocs_1ukfnho,4c67f5a6a9184edc,4.669,16.429,5.882,115,7
askdocs_1ukfnj0,9dec932c55a9aeb9,6.436,12.675,12.879,507,40
askdocs_1ukfot0,2418b4cfd5cf1aad,8.158,16.429,15.966,115,7
askdocs_1ukfpbv,f5f243a148b6ddac,4.353,10.7,4.464,107,10
askdocs_1ukfsab,9034257f1c40342e,5.85,15.222,9.155,137,9
askdocs_1ukfucf,6d010eea6e667487,8.431,18.278,10.843,329,18
askdocs_1ukfvk3,a7c2ba57f4d483e5,18.055,47.0,13.725,47,1
askdocs_1ukfzye,f54420d2af636384,8.376,21.208,5.431,509,24
askdocs_1ukgbnd,5414dc732c90bddc,6.892,16.143,14.159,113,7
askdocs_1ukgboy,f01449cfd20264a0,8.991,17.5,5.238,210,12
askdocs_1ukgbqe,f6a1365ee19fc26b,10.288,21.667,9.231,65,3
askdocs_1ukgdqy,80695bcd254438c0,5.452,16.714,15.833,117,7
askdocs_1ukggwv,b06b77338cd0e640,4.405,12.625,6.542,101,8
askdocs_1ukgiat,d15b594b9a93a546,6.785,17.25,4.861,138,8
askdocs_1ukgksi,6fed7b98a9da3d04,6.676,14.778,14.599,133,9
askdocs_1ukgma3,3398d1b7584c06a8,4.823,12.0,8.642,156,13
askdocs_1ukgn24,7dad29af24c78a6c,7.357,13.167,9.851,316,24
askdocs_1ukgod9,900b5a90a675d003,4.24,10.0,14.286,40,4
askdocs_1ukgslx,7ef17ea7a8792b1b,8.992,16.25,10.37,130,8
askdocs_1ukgt5z,13506141387f2644,81.931,210.0,9.434,210,1
askdocs_1ukgtjv,abb2479884cb30e7,23.15,62.0,11.719,124,2
askdocs_1ukgv1x,8f7e15903a503a10,20.133,48.929,13.411,685,14
askdocs_1ukgwkn,70b96d546624e5f3,9.518,22.111,11.823,199,9
askdocs_1ukgwwm,12f47c8df68cddf1,5.95,10.333,25.806,31,3
askdocs_1ukgxyb,21e1bad50c75f01a,15.254,27.75,15.072,333,12
askdocs_1ukgycn,fbbc1f8a18ec888e,8.108,14.4,5.963,216,15
askdocs_1ukgzux,0e73cf035e889c88,4.608,9.8,12.0,49,5
askdocs_1ukh3zi,562fbb4d643fcf5a,7.962,13.571,8.247,95,7
askdocs_1ukh62z,e24cbd405c6f455e,15.598,27.545,13.636,303,11
askdocs_1ukh6sp,e9adda2e506051a3,8.238,18.714,7.985,262,14
askdocs_1ukh75n,93d3193ddff4de64,26.027,68.0,11.029,136,2
askdocs_1ukhb3t,9ccfa26061e202b2,9.677,14.0,15.385,168,12
askdocs_1ukhe84,63027ba605a238f3,7.244,16.0,9.091,64,4
askdocs_1ukhg8e,94f9bf26034e61f4,4.98,11.833,10.959,71,6
askdocs_1ukhkcj,cf057f7c68eca440,8.682,15.556,6.429,140,9
askdocs_1ukhkum,34eb8c72a0f4b12b,9.484,13.462,15.301,175,13
askdocs_1ukhmzb,3585a4b40eff8d2c,9.28,21.5,5.473,602,28
askdocs_1ukhp67,cfac26707defd68a,12.623,13.84,21.667,346,25
askdocs_1ukhsr3,eece95b71e180f5a,10.36,28.143,5.528,197,7
askdocs_1ukhtxx,9daeedff3c9b9ca4,14.584,35.5,9.31,284,8
askdocs_1ukhztj,b565d768f52c717e,4.515,15.4,6.173,77,5
askdocs_1uki2ri,9cb3dd58d88c849e,36.817,90.0,5.556,90,1
askdocs_1uki40k,bb74853e778078d6,9.564,19.5,12.821,117,6
askdocs_1uki43m,0d88a6eae7aa2725,7.961,14.9,20.134,149,10
askdocs_1uki90m,1b5e16b52d983d59,9.723,22.833,11.15,274,12
askdocs_1ukicpw,97c72c3b5d1cc085,4.806,11.667,6.757,70,6
askdocs_1ukid2z,1d110163c4a3b818,5.76,14.273,7.738,157,11
askdocs_1ukidng,da44772b8c3df009,6.75,16.941,10.0,288,17
askdocs_1ukigjt,83d5e25d28f71764,13.066,28.75,18.103,115,4
askdocs_1ukihoc,864a2d5a7d026421,8.761,20.88,7.59,522,25
askdocs_1ukilb2,4075334adf8f7708,9.432,21.708,6.839,521,24
askdocs_1ukimb0,f070797d7ed94aaf,6.796,15.2,7.407,76,5
askdocs_1ukio49,da73987d85a0de7d,1.752,7.333,34.783,22,3
askdocs_1ukityh,6821850f9dd077a1,8.04,19.154,12.403,249,13
askdocs_1ukivqy,7f26825b37e30a97,4.486,11.538,8.0,150,13
askdocs_1ukizhb,2a331bddd8752ebb,8.652,18.333,5.78,165,9
askdocs_1ukj80h,d9afa4afc0166c28,7.405,16.319,8.06,1126,69
askdocs_1ukjbnz,09b548cd49feacbf,6.697,12.619,9.677,265,21
askdocs_1ukjfcu,3151059709096a90,5.02,13.857,5.882,97,7
askdocs_1ukjhxh,fc2897a49c301ad1,5.466,17.333,7.477,104,6
askdocs_1ukjnvb,75f5185785958832,9.445,17.667,11.765,318,18
askdocs_1ukjokg,4a7f28c21f7f29e1,9.26,16.5,21.212,66,4
askdocs_1ukjoyw,fbff606bfa674ff0,9.304,19.5,15.173,819,42
askdocs_1ukjpm8,cb1ea79a23fa25fc,7.963,16.133,13.223,242,15
askdocs_1ukjsb3,44fd39b03a1e6da1,8.303,17.333,10.092,104,6
askdocs_1ukju54,7708645af7fc46a2,7.636,16.812,11.511,269,16
askdocs_1ukk0fc,bdab3346851a6574,5.845,15.333,10.053,184,12
askdocs_1ukk32f,426b700abdd0fd4f,32.237,83.5,5.682,167,2
askdocs_1ukk3tq,9a8108508cc7c5e9,10.471,23.158,6.292,440,19
askdocs_1ukk4ku,ea34d1594d90ade0,7.846,18.2,9.89,91,5
askdocs_1ukk5i0,53538120cb512352,4.486,9.333,25.0,28,3
askdocs_1ukke9r,9c9596aabf3bca86,13.702,33.25,11.278,133,4
askdocs_1ukkhbo,1090b0bb38782d85,9.893,17.167,13.462,103,6
askdocs_1ukkibt,017bb4aed4c75eff,3.631,11.091,5.738,122,11
askdocs_1ukkigr,e5a1f2498d52fac7,4.942,13.9,10.417,139,10
askdocs_1ukkk6v,7dfeaa2db6de9401,6.801,16.0,7.273,160,10
askdocs_1ukklp2,333271e94d562d71,3.641,9.562,13.916,306,32
askdocs_1ukkngn,a678ace46bf7154e,6.843,6.583,26.582,79,12
askdocs_1ukko0o,13e23011c5de4602,5.431,16.8,8.235,84,5
askdocs_1ukkr4e,173b3bd6e7138670,3.794,11.667,1.389,70,6
askdocs_1ukkuk2,4a352b9bb8b081cb,9.501,21.667,8.163,195,9
askdocs_1ukkxyv,6e6c0f155989b33b,6.657,17.286,8.333,121,7
askdocs_1ukl0f7,5f3e82e8807e7b5c,9.426,13.1,16.85,262,20
askdocs_1ukl1e5,1e70f25171ccc557,8.277,11.0,18.182,44,4
askdocs_1ukl23y,fe56ad8e3f750938,1.29,10.0,3.175,60,6
askdocs_1ukl8lo,68ec56d4bfb2ccaa,8.485,19.0,10.0,114,6
askdocs_1uklfm0,840bd4e5aace22a1,2.917,10.786,13.158,151,14
askdocs_1uklfmk,b2eff0b65cfb1a2c,5.701,14.25,16.393,57,4
askdocs_1uklhtp,4cf59e5371da518e,7.198,12.75,15.888,102,8
askdocs_1uklo64,180785c61550e283,6.006,13.2,13.433,66,5
askdocs_1uklpi4,dc95a13ed8e3dbf0,3.561,7.667,12.766,46,6
askdocs_1uklq3l,cecf54031dc98d88,10.508,22.857,16.463,160,7
askdocs_1uklsb1,9b688e13eb85551c,22.806,42.667,20.073,256,6
askdocs_1ukm0uj,e4024922e7c4f79c,7.126,18.25,7.383,146,8
askdocs_1ukm0yg,6ed89277679e7c65,4.158,15.5,9.375,31,2
askdocs_1ukm788,07431935010bdb4c,10.128,25.667,9.032,154,6
askdocs_1ukmbot,6c656d2c086de0d6,14.041,33.4,6.433,167,5
askdocs_1ukmdwh,35ebd70372a32216,8.141,20.75,9.524,83,4
askdocs_1ukmezg,09457fcb4b9103e4,12.45,26.632,10.256,506,19
askdocs_1ukmgn2,f3d734862d290a1b,10.073,30.0,3.279,60,2
askdocs_1ukmi08,d01541456625baec,11.286,22.0,7.317,198,9
askdocs_1ukmijk,1b04c473be4dd2ee,6.826,15.533,7.469,233,15
askdocs_1ukmwnx,e41a08f981ef2909,6.848,14.56,10.027,364,25
askdocs_1ukmxdg,cc9ce07587e3e894,8.395,21.625,6.286,173,8
askdocs_1ukmy2b,b4a32f4aa2bf3b31,3.229,7.75,9.677,62,8
askdocs_1ukmzno,244c0f079e9ebacb,6.951,13.5,15.385,459,34
askdocs_1ukn18y,c87061a3c0dfe778,6.455,12.9,12.5,129,10
askdocs_1ukn1ti,aa744808e391667b,7.175,18.067,9.722,271,15
askdocs_1ukn7tx,271270b23e28020c,8.568,15.286,9.238,428,28
askdocs_1ukn7zg,fecf1be43dec8ab0,8.007,18.846,7.124,735,39
askdocs_1uknd5w,840b00367ec2275f,13.854,33.5,7.463,67,2
askdocs_1uknddw,1ddcf63398fb4c97,10.448,24.857,6.215,174,7
askdocs_1ukngkv,732fa570dd4c0713,11.02,26.6,4.286,133,5
askdocs_1uknhu3,299232699b019732,4.255,12.667,10.0,38,3
askdocs_1uknlkr,bbf27d1ccbce442f,8.726,19.409,10.393,427,22
askdocs_1uknmr2,23e7d50870e163e3,9.758,29.0,16.393,58,2
askdocs_1uknnxi,388ec0d2615600ef,11.739,26.0,10.427,208,8
askdocs_1uknopm,59c697f562955ed6,8.745,21.667,13.077,130,6
askdocs_1uknqx1,0ecd35edf105c471,8.363,19.727,6.957,217,11
askdocs_1ukntg1,6fd471a38c3f992d,7.893,10.938,18.182,175,16
askdocs_1uknv9n,b0b808b69af1e742,9.324,11.062,11.29,177,16
askdocs_1uknvet,b0646df4cc897450,10.091,22.571,7.547,158,7
askdocs_1uknzd1,f6d3bbe2b39a2e72,6.273,13.071,8.696,183,14
askdocs_1uko0q8,3e655bc772493c79,9.62,25.167,9.15,151,6
askdocs_1uko1g2,fb80053b6d03d5b5,2.825,10.143,12.5,71,7
askdocs_1uko1jf,b5d78ed7a672b93c,8.231,18.667,11.504,112,6
askdocs_1uko7ex,c0b19ddc29d249e4,5.619,12.6,9.231,126,10
askdocs_1ukoagq,a264a579c5566b6a,5.214,11.2,8.621,56,5
askdocs_1ukog3e,531812e5248e8581,6.581,11.889,12.281,107,9
askdocs_1ukoilk,e9ac60c89e9cfb0a,10.249,20.5,23.81,41,2
askdocs_1ukojcl,c2e9a7686cf1196a,9.188,24.625,10.218,591,24
askdocs_1ukojt6,a32f92a3da322d22,12.049,20.625,17.241,165,8
askdocs_1ukojyk,7e5c05cb307260ca,8.015,18.25,10.667,73,4
askdocs_1ukojz8,dbae1df8eedc98c1,9.806,19.5,10.204,195,10
askdocs_1ukokkt,6f06a01873439873,8.176,15.444,7.432,278,18
askdocs_1ukoofa,1babf20078fc9423,6.768,15.778,9.155,142,9
askdocs_1ukoowp,44b99ea2a67a3e3e,7.851,14.0,11.069,252,18
askdocs_1ukoqur,a84de2720220f32b,7.381,15.538,8.416,404,26
askdocs_1ukos0t,3fb3d4e5bc24cc70,6.818,8.875,17.568,71,8
askdocs_1ukoxbe,43598e648646f889,7.96,16.8,14.205,168,10
askdocs_1ukp0bs,c2dc897532a3e21f,9.362,27.0,3.704,27,1
askdocs_1ukp1qx,205158cc02b2c5bc,6.415,15.714,11.404,110,7
askdocs_1ukp42m,ad7570583bd9feca,4.118,12.25,6.931,98,8
askdocs_1ukp6d1,5c62cf48accd4bc0,7.967,19.0,15.789,38,2
askdocs_1ukpa6d,9a41f9d99d4959a3,7.701,12.444,5.31,112,9
askdocs_1ukpgyb,505ecf4fcee05716,7.948,22.6,5.31,113,5
askdocs_1ukph5t,5be7cd5736661f2b,4.244,9.875,12.791,79,8
askdocs_1ukpllv,96ff57ea80973374,8.056,14.522,11.988,334,23
askdocs_1ukpo1v,fb2e2ad87d81e68e,7.16,16.214,7.5,227,14
askdocs_1ukpwfy,ac958d2047c9f87f,9.953,17.741,10.537,479,27
askdocs_1ukpyv5,35672a54d5077acb,9.429,23.2,15.126,232,10
askdocs_1ukpz9p,a4a2d4ddcd89955c,8.666,18.6,13.298,186,10
askdocs_1ukq0nb,41932cf70515e47e,6.451,12.167,25.333,73,6
askdocs_1ukq0xn,00e87d506fd803d8,9.38,21.667,12.857,130,6
askdocs_1ukq5tf,aca920585c18e4dc,8.32,25.0,12.0,25,1
askdocs_1ukq6zi,ffbeefb95d1c2818,6.572,13.824,11.017,235,17
askdocs_1ukq7bj,db5b82d437e29c62,8.437,12.76,11.491,319,25
askdocs_1ukq86j,192b876d290f580f,14.79,41.0,11.905,41,1
askdocs_1ukq9hz,9bba7127da2451a8,9.682,21.16,10.882,529,25
askdocs_1ukqhnr,13d5d45c20036ec4,7.666,18.75,11.638,225,12
askdocs_1ukqjcj,843bb6232d40ad40,7.223,20.6,6.542,103,5
askdocs_1ukqjcn,fc3a0a17d8272e00,3.221,7.533,13.559,113,15
askdocs_1ukqka8,2686081cbae0dcc8,4.817,13.286,7.292,93,7
askdocs_1ukqkk5,b9874660af433f4e,5.342,16.111,1.361,145,9
askdocs_1ukqkww,8ca54ad9159b24d7,6.036,10.5,12.037,105,10
askdocs_1ukqm88,aca019051fbc4c94,5.551,12.174,9.22,280,23
askdocs_1ukqmm7,c41164aa27f71861,6.609,14.636,10.909,161,11
askdocs_1ukqndb,0e48d24e74125711,8.203,14.333,11.029,129,9
askdocs_1ukqq8u,8b1ca37334ce6914,6.256,18.333,7.895,110,6
askdocs_1ukqu7j,fd6a39b632266714,8.274,24.0,5.882,48,2
askdocs_1ukquna,2f906f2afc2506af,47.615,124.0,9.524,124,1
askdocs_1ukqv70,bb118fdf531a27c9,7.786,17.0,15.328,136,8
askdocs_1ukqvki,012f331e75056be9,12.511,15.0,25.472,105,7
askdocs_1ukr2ho,dc5fcdb75cde8ad0,9.486,16.714,18.254,117,7
