item_id,content_hash,flesch_kincaid_grade,mean_sentence_length,med_term_density,word_count,sentence_count
meqsum_0124,34053ff3e7342bdb,4.76,14.0,14.286,42,3
meqsum_0125,7b56070db605457f,4.456,9.667,13.793,29,3
meqsum_0126,db2464b4a6e30a04,11.5,15.0,9.677,30,2
meqsum_0127,5c721b57354d12b6,11.325,8.5,47.059,17,2
meqsum_0128,f19965b828719aec,14.949,22.5,17.391,45,2
meqsum_0129,9881147ace2ebf15,5.21,11.6,8.621,58,5
meqsum_0130,e5a84fb5a25a148b,5.846,11.2,28.571,56,5
meqsum_0131,8ec5bc1b5047042e,6.126,9.5,15.789,19,2
meqsum_0132,bad8b3865dc3c1b1,7.368,9.5,31.579,19,2
meqsum_0133,de19fa4bf106bc3d,5.95,6.167,23.81,37,6
meqsum_0134,3f2ce2ad7a004f42,5.42,10.0,9.302,40,4
meqsum_0135,0919c531e75b35f5,7.784,15.75,12.308,63,4
meqsum_0136,b27607117637f066,8.211,7.0,7.143,14,2
meqsum_0137,2faea7aff8c85f00,8.666,17.667,15.517,53,3
meqsum_0138,afcfe4f6ecd89422,5.483,19.0,13.158,38,2
meqsum_0139,1f0fd2335ebba978,6.285,12.25,10.204,49,4
meqsum_0140,6d1a0d23d62c8850,13.952,21.0,14.286,21,1
meqsum_0141,e9ef185062b19363,7.819,18.0,22.222,36,2
meqsum_0142,3c9970e7f561c9b1,9.281,12.75,27.273,51,4
meqsum_0143,878b6bc9807ed6a6,6.069,17.5,11.429,35,2
meqsum_0144,165e1e525529dffc,4.527,9.0,22.222,27,3
meqsum_0145,0dfe410e5a770890,5.223,10.0,21.875,30,3
meqsum_0146,f050c4badbf89478,14.329,34.0,15.714,68,2
meqsum_0147,4a48fe48edc978d7,8.549,8.5,23.529,17,2
meqsum_0148,c6cc0adec8786ee7,4.332,17.333,9.615,52,3
meqsum_0149,38f19aa2b8f3be20,10.869,16.5,22.5,33,2
meqsum_0150,cea57fd83a4989a0,4.368,9.111,4.878,82,9
meqsum_0151,2e2ca2e8bc6e0138,4.043,10.0,5.882,30,3
meqsum_0152,dec443af16b91fca,22.588,59.5,5.0,119,2
meqsum_0153,6917dc6ebdcab534,10.166,18.429,19.549,129,7
meqsum_0154,750bdd44d43ef168,2.342,9.0,16.667,36,4
meqsum_0155,a4d49a879203a471,3.643,9.333,14.035,56,6
meqsum_0156,935553f85550b3ff,14.415,23.667,12.676,71,3
meqsum_0157,7a6e2a2fbc197815,14.436,15.5,29.032,31,2
meqsum_0158,54eaadd24bd9d740,4.975,6.4,35.294,32,5
meqsum_0159,e504355c888aff1c,8.763,10.0,20.0,30,3
meqsum_0160,dc1486f57cf8f1b1,4.563,14.75,12.903,59,4
meqsum_0161,232735e6b75df9a1,3.263,8.0,4.0,24,3
meqsum_0162,61667d5652f33120,3.558,10.75,9.302,86,8
meqsum_0163,4366d7777e01308e,7.18,13.0,30.769,26,2
meqsum_0164,f07b8a661ae5737a,7.78,10.0,25.0,20,2
meqsum_0165,6999e903a05b2f49,4.964,13.444,21.488,121,9
meqsum_0166,d9c55f917a09ccf5,14.353,10.5,18.182,21,2
meqsum_0167,4f3face656a57b83,4.306,14.5,6.897,29,2
meqsum_0168,92256f951b27d913,15.03,18.0,31.579,18,1
meqsum_0169,b209fdae5756258b,4.964,9.0,17.073,81,9
meqsum_0170,3e02dbfa88e066a5,12.138,17.5,16.216,35,2
meqsum_0171,3148be2259e1eef0,7.699,17.0,11.765,51,3
meqsum_0172,229a17a4ba5e3277,8.118,9.667,3.333,29,3
meqsum_0173,282d31b05c13c26e,12.413,12.5,26.923,25,2
meqsum_0174,907b3490b8073473,6.989,10.75,6.818,43,4
meqsum_0175,3d01f4685056cd79,16.108,25.0,16.0,50,2
meqsum_0176,d8f32b5144d1a718,6.504,12.75,9.804,51,4
meqsum_0177,d37b0519f4edebb9,9.967,22.5,17.778,45,2
meqsum_0178,df7cefa30c812e90,7.657,16.571,10.256,116,7
meqsum_0179,7fa8a2b06b723232,7.878,11.5,8.696,23,2
meqsum_0180,17a3e7c0aaffb7e2,16.028,17.0,17.647,17,1
meqsum_0181,1488bfd4ee97238a,5.907,9.231,18.182,120,13
meqsum_0182,90b67ccfddb8a4e4,5.934,14.5,20.69,29,2
meqsum_0183,3f494a8805cb41a7,5.393,13.333,10.494,160,12
meqsum_0184,a2b744831868c5ec,11.077,19.5,7.692,78,4
meqsum_0185,f960c81bc8eb7d15,5.643,12.0,16.667,72,6
meqsum_0186,8e7d03584c182614,6.726,13.0,30.769,26,2
meqsum_0187,78e2f9b49dc2bf60,8.032,18.6,11.579,93,5
meqsum_0188,20c60fc33c1ab42c,5.715,10.0,12.195,40,4
meqsum_0189,d98c51c4b60b9fed,4.818,10.167,16.393,61,6
meqsum_0190,e1a5d5b730244e0c,3.348,12.0,8.333,24,2
meqsum_0191,a9a9327f3c592e2c,8.976,13.6,10.294,68,5
meqsum_0192,de1873b6251e1cee,33.736,90.0,3.333,180,2
meqsum_0193,f37fc77c8dc73db6,4.332,12.0,6.25,48,4
meqsum_0194,472ce00c63b4f412,6.794,17.4,22.222,87,5
meqsum_0195,d7862de17bbe95c8,10.444,17.8,11.111,178,10
meqsum_0196,6945e14929da3cf2,4.437,10.0,10.0,60,6
meqsum_0197,f20e123a77ffbfb3,5.397,7.571,6.78,53,7
meqsum_0198,b4d3221f708f1180,7.457,12.5,10.909,50,4
meqsum_0199,071ae872a359064e,5.365,13.0,17.857,26,2
meqsum_0200,45620165603cba80,5.21,11.4,30.508,57,5
meqsum_0201,3ce82417f43e585d,6.061,15.5,12.903,31,2
meqsum_0202,3fbb9e17aaf5eef7,17.153,30.0,16.129,60,2
meqsum_0203,5bd1f25e9e63ca14,7.57,14.0,14.286,14,1
meqsum_0204,63cb65891f3545ae,14.274,29.0,16.107,145,5
meqsum_0205,86c9e9c16a358295,7.848,25.0,8.0,50,2
meqsum_0206,2b75b0ea9b23b5fc,6.575,13.0,7.692,78,6
meqsum_0207,1df348c0c96b70d2,2.358,9.917,14.286,119,12
meqsum_0208,4c907c387484766e,7.1,16.143,11.504,113,7
meqsum_0209,7c2e3572c239ef4b,5.864,11.0,11.364,44,4
meqsum_0210,06e86bf32f066d9f,5.712,10.4,9.434,52,5
meqsum_0211,39aa261a2bc9ee1f,6.486,10.5,23.81,21,2
meqsum_0212,10f58a8c5278267d,4.795,11.333,0.0,34,3
meqsum_0213,0aeeedc4178eaf09,8.052,21.0,11.905,42,2
meqsum_0214,c90786f85e632ae3,1.828,7.286,3.922,51,7
meqsum_0215,10c896c45a43fa4a,5.849,11.167,10.448,67,6
meqsum_0216,bea7b66a518210a4,8.522,20.5,4.878,41,2
meqsum_0217,2a90237f442c5203,8.346,15.7,9.756,157,10
meqsum_0218,c342905a9bb43e31,10.14,16.75,8.955,67,4
meqsum_0219,224f378b7b3082a0,5.527,14.5,24.138,29,2
meqsum_0220,1b26bc909c3d1c32,4.95,13.333,15.0,40,3
meqsum_0221,117a5dd9281dcf0c,4.175,11.4,9.444,171,15
meqsum_0222,d1ba4a96366f72c0,5.056,11.5,15.217,92,8
meqsum_0223,2353bb672ea0ea40,10.965,27.0,7.317,81,3
meqsum_0224,a9fd763efb4c75d3,8.383,6.0,50.0,12,2
meqsum_0225,9f70faae67923899,7.858,17.2,9.091,86,5
meqsum_0226,f8ebdf1b407e5fb9,5.619,12.6,11.94,63,5
meqsum_0227,c1856c154d06f28d,11.453,6.5,30.769,13,2
meqsum_0228,4421ae7f494fb858,6.578,16.5,12.121,66,4
meqsum_0229,ca0527e14a7f0177,5.574,6.0,8.889,42,7
meqsum_0230,c36390a9e5af3a25,7.365,11.5,20.833,23,2
meqsum_0231,ebca753abb44ab1d,5.395,10.188,15.169,163,16
meqsum_0232,4c2f1c957292ac8e,12.378,32.0,16.923,64,2
meqsum_0233,8a483d6dce0271ad,11.834,15.091,8.0,166,11
meqsum_0234,a31c156516f3f04b,7.191,16.0,8.929,112,7
meqsum_0235,c90421e6c607e146,9.514,19.333,8.989,174,9
meqsum_0236,54fd289afaab6c75,8.019,12.0,23.529,48,4
meqsum_0237,9d97e835917b59cd,7.361,12.667,2.632,38,3
meqsum_0238,93c53cc8be536d94,7.441,15.167,6.593,91,6
meqsum_0239,0248f203242cf4ac,12.08,18.0,20.27,72,4
meqsum_0240,5faee7a66f05ac1a,4.823,12.0,37.5,24,2
meqsum_0241,c3b212a75e21ef6c,5.641,15.118,7.925,257,17
meqsum_0242,3367ed55956fa5a4,9.273,12.889,20.492,116,9
meqsum_0243,d4df2580c82e9f33,6.236,19.5,12.821,78,4
meqsum_0244,1fb450093da37b3f,9.868,23.818,7.463,262,11
meqsum_0245,6e55421ae3b4ab9c,8.366,14.667,9.091,44,3
meqsum_0246,cae9d35e7af84f45,13.461,34.0,13.235,68,2
meqsum_0247,a66d4903cbeba1aa,4.876,12.667,18.421,38,3
meqsum_0248,d4df7a41a69b05ca,8.165,12.5,14.286,25,2
meqsum_0249,3c2b1b4e0c41c431,15.377,38.0,30.769,38,1
meqsum_0250,b7f311371d6d30ed,4.791,11.0,22.727,22,2
meqsum_0251,8cb509a1257fcb09,10.206,21.0,12.121,63,3
meqsum_0252,e118ac1041742283,9.012,24.0,18.367,48,2
meqsum_0253,4e863413541c3457,7.333,14.714,16.505,103,7
meqsum_0254,63f669a6073ec7bd,8.723,22.0,8.955,66,3
meqsum_0255,4ce3e249074e8b9c,8.494,8.143,17.241,57,7
meqsum_0256,3e5976e6b932bf90,7.369,7.0,35.714,14,2
meqsum_0257,c444609c07db156a,12.073,20.0,5.797,60,3
meqsum_0258,9d91941383dbfe81,13.199,32.333,12.245,97,3
meqsum_0259,4fbd9477604e0ea2,2.445,9.833,10.0,59,6
meqsum_0260,e9cc688ea99e997e,5.558,9.25,10.526,37,4
meqsum_0261,4943b6c41bd03675,9.449,13.0,23.077,13,1
meqsum_0262,e67da6ddfd7a9a50,6.481,11.375,8.696,91,8
meqsum_0263,e2b98f41bfcd1f9a,6.074,12.571,18.182,88,7
meqsum_0264,e03b4e7c45e787d1,3.985,11.333,6.863,102,9
meqsum_0265,72d30a26a3176ee5,7.064,15.333,23.913,46,3
meqsum_0266,17f5b20d931c51ef,11.978,25.0,22.0,100,4
meqsum_0267,15a8885c733ebef8,5.967,21.5,4.651,43,2
meqsum_0268,1d1d0898bf72898f,5.415,13.0,8.475,117,9
meqsum_0269,5223d1fd86fab2ab,9.543,9.333,17.241,28,3
meqsum_0270,d09aa662dc1cca4c,6.914,6.5,15.385,13,2
meqsum_0271,014c5f8132861d04,9.299,13.222,18.033,119,9
meqsum_0272,c2bf684ebbc65742,8.461,16.286,10.435,114,7
meqsum_0273,df6c5099b41af9d7,5.177,14.833,17.778,89,6
meqsum_0274,5281dd7751103402,5.815,16.25,13.846,65,4
meqsum_0275,d22049a39b3bd0db,7.611,13.25,20.37,53,4
meqsum_0276,9f92f97bc0f6d388,13.296,27.0,18.519,27,1
meqsum_0277,904406b478654b8a,7.586,10.857,13.75,76,7
meqsum_0278,eb877d44c3abaad5,5.312,11.5,13.043,23,2
meqsum_0279,aae58bf2f970fd41,7.304,15.0,18.75,45,3
meqsum_0280,b6ecb6dc556d8ab9,8.957,16.647,14.634,283,17
meqsum_0281,650f6836ecff67f0,12.594,34.0,8.824,34,1
meqsum_0282,26a4d0c63b6cb801,7.346,19.0,15.517,57,3
meqsum_0283,02b792395d8fae75,6.126,9.5,9.091,19,2
meqsum_0284,341eb3470b769338,5.308,16.0,3.876,128,8
meqsum_0285,f8b9386eac8df8ce,11.631,14.5,6.897,29,2
meqsum_0286,a14a74bfa0db6b52,13.158,23.5,17.021,47,2
meqsum_0287,d33fca720bcf89f0,11.996,29.0,17.241,29,1
meqsum_0288,62648e9410c4e675,10.66,21.75,14.943,87,4
meqsum_0289,bb4cf7404f8ed49b,9.608,17.0,14.706,68,4
meqsum_0290,56c94b0d4a5ab8f7,14.402,33.333,13.861,100,3
meqsum_0291,b14bad2d920f0989,4.97,7.333,8.333,22,3
meqsum_0292,42a3c7a1c63f7bba,12.828,21.5,13.953,43,2
meqsum_0293,5d3daff6337da5ad,6.726,18.0,11.111,54,3
meqsum_0294,147e3bec2f4ecf5b,5.814,5.714,11.364,40,7
meqsum_0295,5c865972bca91431,4.736,12.692,12.048,165,13
meqsum_0296,632776a7021b86dd,6.812,11.8,14.754,59,5
meqsum_0297,6e00adb15132b354,6.504,12.75,15.686,51,4
meqsum_0298,b291a22e648d8eae,9.73,15.0,14.516,60,4
meqsum_0299,1ea7a097973b7eef,4.477,17.25,14.286,69,4
meqsum_0300,11d9cd0743bee828,5.857,13.667,9.091,82,6
meqsum_0301,d00d15492bb722c6,12.303,10.0,31.25,30,3
meqsum_0302,dbac912a879cd851,4.201,8.8,6.818,44,5
meqsum_0303,76dc6de25398ea1f,7.069,11.75,11.765,47,4
meqsum_0304,72bcce066daafc72,4.721,17.5,11.111,35,2
meqsum_0305,cfa3cfab9be5414d,4.791,11.0,24.444,44,4
meqsum_0306,27c0aab2a201fe59,7.613,16.0,18.75,16,1
meqsum_0307,d2cc4f3d6467b636,13.927,31.5,6.349,63,2
meqsum_0308,2a4ae417d4147dc9,5.459,14.5,12.921,174,12
meqsum_0309,15655c33c75bd626,12.609,28.0,14.286,28,1
meqsum_0310,e8c6501bc58dcafe,5.825,11.5,21.739,46,4
meqsum_0311,ca6135e0a26c333a,7.696,20.667,22.581,62,3
meqsum_0312,e36bc84b23ae1fb5,6.213,8.0,11.538,24,3
meqsum_0313,f61db336ff78853d,7.57,14.0,23.214,56,4
meqsum_0314,8e0c8860bc8a1829,10.873,23.333,11.429,70,3
meqsum_0315,555f1b72dc85ac07,7.956,8.333,12.0,25,3
meqsum_0316,373218290c4dc8d3,5.884,14.0,9.524,42,3
meqsum_0317,e7d61eb27bff55e4,8.782,14.5,16.854,87,6
meqsum_0318,bbabd4ddcf5036fa,3.467,6.0,13.158,36,6
meqsum_0319,430e7ecf1f3c1c75,6.592,14.6,13.699,73,5
meqsum_0320,dc96c3a2367e1544,6.22,20.5,17.073,41,2
meqsum_0321,9717910308027c8a,7.268,16.25,9.231,65,4
meqsum_0322,21cbb99de739cbe6,7.613,16.0,14.141,96,6
meqsum_0323,e08134f4ec080986,4.574,10.6,14.815,53,5
meqsum_0324,96b1b8970f748952,7.584,13.667,9.524,41,3
meqsum_0325,4d2453880a064ffe,6.44,10.75,10.0,43,4
meqsum_0326,ca3863bc22759843,5.584,15.667,27.66,47,3
meqsum_0327,737d92ba21e943f6,7.042,12.778,19.13,115,9
meqsum_0328,3ab4be28c28595e2,3.84,12.0,18.919,36,3
meqsum_0329,21590890942ec32a,5.845,13.5,14.545,54,4
meqsum_0330,c5d239d6237c9b02,5.149,3.667,42.857,11,3
meqsum_0331,6292a261f6a2ab59,4.813,15.0,6.667,30,2
meqsum_0332,c5bd5dd4686d41c4,8.964,14.429,7.921,101,7
meqsum_0333,34cb1a284ff7b100,5.185,9.2,10.87,46,5
meqsum_0334,cd5d25cd29b775d6,10.811,13.0,23.077,26,2
meqsum_0335,c84e6708e7ddb387,4.68,8.75,8.108,35,4
meqsum_0336,81908a048cd6903f,5.116,12.75,5.882,51,4
meqsum_0337,94b01b480c201cb5,4.306,13.0,15.385,39,3
meqsum_0338,4d0ef3c6d3020a00,2.278,7.8,5.0,39,5
meqsum_0339,9a11a52c9c56dde3,11.318,29.0,14.943,87,3
meqsum_0340,d1ca9116040fdb72,9.315,12.8,14.062,64,5
meqsum_0341,f90a22773e94fa93,5.233,12.4,12.903,62,5
meqsum_0342,0d990943de433ab5,6.4,11.0,17.391,22,2
meqsum_0343,34ba7b86b1b6260e,10.107,20.0,18.033,60,3
meqsum_0344,b8bbbb960eddb98c,4.748,12.3,12.097,123,10
meqsum_0345,4aba63dab45e99c7,10.282,18.5,8.108,74,4
meqsum_0346,59895b3b50da7b3f,4.248,7.5,8.571,30,4
meqsum_0347,b3048070d4c0a4b2,5.483,19.0,21.053,19,1
meqsum_0348,08181d6f4b060766,7.9,13.333,7.317,40,3
meqsum_0349,d7651c4e6a6060db,8.242,9.0,33.333,18,2
meqsum_0350,3f40f42bab57c2e3,5.04,13.0,10.753,91,7
meqsum_0351,384a614fedf07bb9,8.046,17.0,17.143,34,2
meqsum_0352,d40cd64dd51fca91,3.641,9.5,5.0,19,2
meqsum_0353,3b80ed79972e3619,5.414,8.0,11.765,64,8
meqsum_0354,182c8e06a00969ea,9.385,20.5,19.048,41,2
meqsum_0355,75a8ffa05a70c736,8.162,21.5,2.326,43,2
meqsum_0356,45c5ae04188638d2,8.416,17.333,15.385,52,3
meqsum_0357,94ea5252ada44127,6.368,12.6,14.062,63,5
meqsum_0358,9771c1511e0d5e3f,4.121,10.2,3.846,51,5
meqsum_0359,d547c21b5e9c66da,3.676,10.5,4.762,42,4
meqsum_0360,4dc7da917d6be299,2.646,5.5,27.273,11,2
meqsum_0361,2e8024b8e0fdff7d,27.896,72.0,12.987,72,1
meqsum_0362,cb2f978ddd7ed784,7.57,14.0,13.636,42,3
meqsum_0363,c0be7004faaaeed8,13.389,23.0,17.391,23,1
meqsum_0364,4ee222a24f5b638b,7.482,21.25,4.07,170,8
meqsum_0365,ca7cb31a34e07c3e,8.009,11.0,22.727,22,2
meqsum_0366,33525039b969e262,14.899,39.0,5.128,78,2
meqsum_0367,6009afc4c2846ee5,15.369,30.286,16.981,212,7
meqsum_0368,d22adf0fde7c234a,3.82,11.857,13.253,83,7
meqsum_0369,42fe9e90f9f38901,8.649,17.857,10.4,125,7
meqsum_0370,e1f3512f81d7377f,4.028,9.0,18.462,63,7
meqsum_0371,21582e09353cb8c8,3.571,12.333,10.811,37,3
meqsum_0372,4e5980f707920567,4.89,12.8,7.812,64,5
meqsum_0373,410d08239a6d67ef,9.209,19.0,21.053,38,2
meqsum_0374,1ff73d58b1b96c06,7.367,16.0,14.583,96,6
meqsum_0375,1b75b5edeb546fd8,6.592,14.6,8.219,73,5
meqsum_0376,a647616b9b70658f,16.517,41.0,19.512,41,1
meqsum_0377,d4947fd54573f62e,11.029,23.0,14.783,115,5
meqsum_0378,30fced36cfad57b5,6.724,20.0,9.524,100,5
meqsum_0379,9e48a0f03ab140d3,3.916,9.0,24.444,45,5
meqsum_0380,aed31613fed9253a,11.265,13.0,15.385,26,2
meqsum_0381,ede7617058fa6ebd,3.826,7.625,14.754,61,8
meqsum_0382,5529fc71853db14d,6.402,18.5,10.714,111,6
meqsum_0383,52159841ae4cb620,11.124,22.667,26.087,68,3
meqsum_0384,ecf2a31a43688591,6.984,15.6,12.821,78,5
meqsum_0385,9a47c871d5809807,3.303,6.778,17.742,61,9
meqsum_0386,ad4aa10ebf1de739,5.081,10.5,15.556,42,4
meqsum_0387,29114dc7c76e5b01,8.172,10.5,21.739,42,4
meqsum_0388,85ef027b1396f006,7.991,14.0,21.429,28,2
meqsum_0389,dcd43e2f61655722,5.716,14.0,5.556,70,5
